episodes_paired_total,distance_gap_pct_mean,distance_gap_pct_std,distance_gap_pct_median,distance_gap_pct_mad,distance_gap_pct_clipped_mean,distance_gap_abs_mean,distance_gap_abs_std,reward_gap_pct_mean,reward_gap_pct_std,reward_gap_pct_median,reward_gap_pct_mad,reward_gap_pct_clipped_mean,reward_gap_abs_mean,reward_gap_abs_std,rc_win_rate_distance_pct,rc_win_rate_reward_pct
60,11.382641116885443,608.1833666920518,-84.03278029906127,23.1396838835765,-57.11800609650065,-1.5204930474519094,1.7412178030312502,-67.60680514264294,129.25453306876798,-79.4011186020872,86.38797985168513,-59.29838401119477,-66.54534337031518,97.40299798303575,16.666666666666664,26.666666666666668
