friction,episodes_paired,distance_gap_pct_median,distance_gap_pct_mad,distance_gap_pct_clipped_mean,distance_gap_abs_mean,distance_gap_abs_std,reward_gap_pct_median,reward_gap_pct_mad,reward_gap_pct_clipped_mean,reward_gap_abs_mean,reward_gap_abs_std,rc_win_rate_distance_pct,rc_win_rate_reward_pct
0.5,20,-77.62315596313721,82.20601323493392,-47.959754095435216,-0.19943422072637712,0.3064291408252329,-197.99582968024546,51.86059618326831,-127.8629622754869,-96.99172271151613,81.83685761727956,30.0,20.0
1.0,20,-90.07089872555744,7.034542402595953,-89.99588508263511,-3.8112174700879073,0.6889018477262183,-46.83518895141198,36.46064045561412,-50.16864917245356,-98.8597668420607,85.89937733842076,0.0,10.0
1.5,20,-46.89306943552653,33.91656982717849,-33.39837911143162,-0.5508274515414425,0.7041230629852153,13.618421543886297,117.47511258494556,0.13645941435611206,-3.784540557368781,95.7264024582075,20.0,50.0
