friction,episode,policy,reward,forward_distance,steps
1.5,3,multifunctional_rc_ae,99.77061532190804,0.35512408392100153,500
1.5,3,cpg,64.1386129786091,0.7754557332048891,500
1.5,4,multifunctional_rc_ae,-155.4653138756815,0.6169782556531099,500
1.5,4,cpg,66.55032400499323,0.8962933043569219,500
1.5,5,multifunctional_rc_ae,112.81938890550404,0.6006288255507344,500
1.5,5,cpg,70.66782162719467,1.1018544899998401,500
1.5,6,multifunctional_rc_ae,180.88992277023004,-0.18382122064612394,500
1.5,6,cpg,76.47479035621966,1.3924238439601093,500
1.5,7,multifunctional_rc_ae,100.61051715194708,0.5876205640640254,500
1.5,7,cpg,88.07815187065823,1.9745499211259403,500
1.5,8,multifunctional_rc_ae,140.0823607533253,0.6577298494367497,500
1.5,8,cpg,75.01071572036909,1.3187353870789216,500
1.5,9,multifunctional_rc_ae,19.834303847971565,0.3466398738490685,500
1.5,9,cpg,72.73768903068829,1.2045030231790947,500
1.5,10,multifunctional_rc_ae,-48.376345908957845,-0.0381259056621415,500
1.5,10,cpg,81.38081893347295,1.6383544573500384,500
1.5,11,multifunctional_rc_ae,-62.51274208277158,0.026939501934792658,500
1.5,11,cpg,92.20558918551525,2.1810110136405148,500
1.5,12,multifunctional_rc_ae,-131.8909889346168,-0.22948967033911685,500
1.5,12,cpg,87.01107156262893,1.9212889036354028,500
1.5,13,multifunctional_rc_ae,178.0922367001348,0.3951899946325501,500
1.5,13,cpg,54.57155226657008,0.29756923905809174,500
1.5,14,multifunctional_rc_ae,141.04312189044995,1.081033429803216,500
1.5,14,cpg,93.72170919538709,2.2567403201082348,500
1.5,15,multifunctional_rc_ae,118.84013559746586,1.3040241653137945,500
1.5,15,cpg,65.19728624946646,0.8284645808755005,500
1.5,16,multifunctional_rc_ae,124.07673734541528,0.742584870042014,500
1.5,16,cpg,87.52277822466952,1.9448206996902493,500
1.5,17,multifunctional_rc_ae,-10.07108992735436,0.3046975951454866,500
1.5,17,cpg,90.65003262787232,2.1025268483409807,500
1.5,18,multifunctional_rc_ae,37.68824642090617,0.1139845469577113,500
1.5,18,cpg,85.44176198694625,1.8418633162508151,500
1.5,19,multifunctional_rc_ae,148.33155526582294,-0.07149749047660418,500
1.5,19,cpg,93.28889715171861,2.234285186208188,500
1.5,20,multifunctional_rc_ae,131.56839255441832,0.8790433707125234,500
1.5,20,cpg,71.3148910074848,1.1344541487067297,500
